canonical,display_ja,search_ja,candidate_display_ja,candidate_search_ja,final_state,route,reason,reason_codes,risk_class
tsurime,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,LOW
turtleneck,タートルネック,タートルネック,タートルネック,タートルネック,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
turtleneck_sweater,タートルネックセーター,タートルネックセーター,タートルネックセーター,タートルネックセーター,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
twitter_username,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE|STRICT_ROUTE_REQUIRED,LOW
upper_teeth_only,,,上の歯だけ,上の歯だけ,REVIEW,STRICT,STRICT_REVIEW_REQUIRED,STRICT_REVIEW_REQUIRED|STRICT_ROUTE_REQUIRED,LOW
v,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE|STRICT_ROUTE_REQUIRED,LOW
v-shaped_eyebrows,V字眉,V字眉,V字眉,V字眉,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
veil,ベール,ベール,ベール,ベール,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
veins,血管,血管,血管,血管,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
vest,ベスト,ベスト,ベスト,ベスト,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
wading,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,LOW
waist_apron,腰エプロン,腰エプロン,腰エプロン,腰エプロン,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
water,,,水,水,REVIEW,STRICT,STRICT_REVIEW_REQUIRED,STRICT_REVIEW_REQUIRED|STRICT_ROUTE_REQUIRED,LOW
watermark,透かし,透かし,透かし,透かし,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
wavy_hair,ウェーブヘア,ウェーブヘア,ウェーブヘア,ウェーブヘア,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
wavy_mouth,波打つ口,波打つ口,波打つ口,波打つ口,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
weapon,,,武器,武器,REVIEW,STRICT,STRICT_REVIEW_REQUIRED,STRICT_REVIEW_REQUIRED|STRICT_ROUTE_REQUIRED,LOW
wet,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE|STRICT_ROUTE_REQUIRED,LOW
wet_clothes,濡れた服,濡れた服,濡れた服,濡れた服,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
white_apron,白いエプロン,白いエプロン,白いエプロン,白いエプロン,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,MEDIUM
white_boots,白いブーツ,白いブーツ,白いブーツ,白いブーツ,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,MEDIUM
white_bow,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,MEDIUM
white_coat,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,MEDIUM
white_dress,白いドレス,白いドレス,白いドレス,白いドレス,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,MEDIUM
white_hair,白い髪,白い髪,白い髪,白い髪,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,MEDIUM
white_hairband,白いヘアバンド,白いヘアバンド,白いヘアバンド,白いヘアバンド,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,MEDIUM
white_hat,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,MEDIUM
white_outline,白い輪郭線,白い輪郭線,白い輪郭線,白い輪郭線,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,MEDIUM
white_pantyhose,白いパンスト,白いパンスト,白いパンスト,白いパンスト,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,MEDIUM
white_ribbon,白いリボン,白いリボン,白いリボン,白いリボン,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,MEDIUM
white_sailor_collar,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,MEDIUM
white_shoes,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,MEDIUM
white_skin,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,MEDIUM
white_skirt,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,MEDIUM
white_sleeves,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,MEDIUM
white_socks,白い靴下,白い靴下,白い靴下,白い靴下,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,MEDIUM
white_wings,白い翼,白い翼,白い翼,白い翼,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,MEDIUM
wide-eyed,見開いた目,見開いた目,見開いた目,見開いた目,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
wide_hips,広い腰,広い腰,広い腰,広い腰,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
wide_sleeves,幅広の袖,幅広の袖,幅広の袖,幅広の袖,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
wing_collar,翼襟,翼襟,翼襟,翼襟,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
witch_hat,魔女帽子,魔女帽子,魔女帽子,魔女帽子,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
wolf_ears,オオカミ耳,オオカミ耳,オオカミ耳,オオカミ耳,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
wristband,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,LOW
x_hair_ornament,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,LOW
yellow_bow,黄色いリボン,黄色いリボン,黄色いリボン,黄色いリボン,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,MEDIUM
yellow_flower,黄色い花,黄色い花,黄色い花,黄色い花,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,MEDIUM
