lane_local_index,review_seq,identity_key,manual_seen,semantic_summary_ja,discovery_mode,route_1_id,route_1_strength,route_1_reason_ja,route_2_id,route_2_strength,route_2_reason_ja,route_3_id,route_3_strength,route_3_reason_ja,local_refinement_ids,body_site_ids,theme_ids,route_vocabulary_gap,route_vocabulary_gap_note,review_depth,evidence_urls,uncertainty_note
353,1058,standing_footjob,YES,立った姿勢で行う足による性器刺激,BROWSE_WORTHY,ACTION_CONTACT,CORE,足で性器を刺激する性行為から探すのが自然,,,,,,,"[""ACTION_CONTACT/INTIMATE""]","[""MALE_GENITAL""]",[],NO,,CHECKED,[],
354,1061,diamond_(shape),YES,菱形・ダイヤ形の形状,BROWSE_WORTHY,COLOR_PATTERN_SHAPE,CORE,形状そのものから探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
355,1064,pangolin_ears,YES,センザンコウの耳を持つ外見,BROWSE_WORTHY,NONHUMAN_TRANSFORM,CORE,動物耳による人外的外見変化として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
356,1067,giant_monster,YES,巨大な怪物・モンスター,BROWSE_WORTHY,LIVING,CORE,怪物という生物・クリーチャーから探すのが自然,,,,,,,"[""LIVING_NATURE/CREATURE""]",[],[],NO,,CHECKED,[],
357,1070,penis_slip,YES,陰茎が衣服などからはみ出している状態,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服から性器が露出する状態として探すのが自然,,,,,,,"[""CLOTHING_STATE_EXPOSURE/""]","[""MALE_GENITAL""]",[],NO,,CHECKED,[],
358,1073,harmony_(e.g.o),YES,Limbus CompanyのSinclair用E.G.O「Harmony」,SEARCH_ORIENTED,,,,,,,,,,[],[],[],NO,,RESEARCHED,"[""https://limbuscompany.wiki.gg/wiki/Harmony_Sinclair""]",固有のE.G.O名・キャラクター参照であることを確認
359,1076,spinning,YES,身体や物が回転している動作,BROWSE_WORTHY,ACTION_CONTACT,CORE,回転する動作として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
360,1079,feather_in_mouth,YES,羽根を口にくわえる・口内に置く状態,BROWSE_WORTHY,TOOL_OBJECT,CORE,羽根という小物の使用・配置から探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]","[""MOUTH_ORAL""]",[],NO,,CHECKED,[],
361,1082,hololive_idol_uniform_(color_rise),YES,hololiveのColor Rise系アイドル衣装・制服,MIXED,CLOTHING_EXPOSURE,CORE,固有衣装だがコスチュームとして探す入口も自然,,,,,,,"[""CLOTHING/COSTUME""]",[],[],NO,,CHECKED,[],
362,1085,shuuchiin_academy_school_uniform,YES,『かぐや様は告らせたい』秀知院学園の学校制服,MIXED,CLOTHING_EXPOSURE,CORE,作品固有制服だが制服カテゴリから探す入口も自然,,,,,,,"[""CLOTHING/UNIFORM""]",[],[],NO,,CHECKED,[],
363,1088,scientific_name,YES,生物などの学名を文字として示す表現,BROWSE_WORTHY,TEXT_SYMBOL,CORE,学名という文字情報から探すのが自然,,,,,,,"[""TEXT_SYMBOL/TEXT""]",[],[],NO,,CHECKED,[],
364,1091,guzheng,YES,中国の伝統的な撥弦楽器・古筝,BROWSE_WORTHY,TOOL_OBJECT,CORE,楽器という物体から探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
365,1094,selene_(pokemon)_(cosplay),YES,ポケモンの主人公Selene（ミヅキ）を模したコスプレ,MIXED,CLOTHING_EXPOSURE,CORE,特定キャラクターのコスプレ衣装として探すのが自然,,,,,,,"[""CLOTHING/COSTUME""]",[],[],NO,,CHECKED,[],
366,1097,fishnet_gloves,YES,網目状のフィッシュネット手袋,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,手袋・装身具として探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
367,1100,penis_to_navel,YES,陰茎がへそ付近まで届く長さ・位置関係,BROWSE_WORTHY,BODY_SITE,CORE,男性器の長さと身体部位との位置関係から探すのが自然,,,,,,,[],"[""MALE_GENITAL""]",[],NO,,CHECKED,[],
368,1103,polka_dot_thighhighs,YES,水玉模様のサイハイソックス,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,サイハイという衣類から探すのが自然,COLOR_PATTERN_SHAPE,SUPPORTING,水玉模様そのものから衣装意匠を探す入口も独立して有用,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
369,1106,swim_briefs,YES,競泳・水泳用のブリーフ型水着,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,水着・衣類として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
370,1109,print_bridal_gauntlets,YES,柄やプリントの入ったブライダルガントレット,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,腕に着ける衣装・装身具として探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
371,1112,snowman_costume,YES,雪だるまを模したコスチューム,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,仮装衣装として探すのが自然,,,,,,,"[""CLOTHING/COSTUME""]",[],[],NO,,CHECKED,[],
372,1115,refrigerator_magnet,YES,冷蔵庫などに貼るマグネット,BROWSE_WORTHY,TOOL_OBJECT,CORE,日用品・小物として探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
373,1118,hourglass_print,YES,砂時計をモチーフにしたプリント柄,BROWSE_WORTHY,COLOR_PATTERN_SHAPE,CORE,砂時計形のプリント・模様から探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
374,1121,leather_jacket,YES,革製のジャケット,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,上着・衣類として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
375,1124,digimon_crest,YES,『デジモン』の紋章（Crest）意匠,MIXED,TEXT_SYMBOL,CORE,作品固有参照だが紋章・シンボルとして探す入口も自然,,,,,,,"[""TEXT_SYMBOL/SYMBOL""]",[],[],NO,,RESEARCHED,"[""https://wikimon.net/crest""]",Digimon AdventureのCrestが固有の紋章・シンボルとして存在することを確認
376,1127,hands_on_own_arms,YES,自分の腕に自分の手を置いている状態,BROWSE_WORTHY,POSE_POSITION,CORE,腕と手の姿勢・配置から探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
377,1130,pixiv_logo,YES,pixivのロゴマーク,MIXED,TEXT_SYMBOL,CORE,ロゴ・シンボルとして探す入口が自然,,,,,,,"[""TEXT_SYMBOL/SYMBOL""]",[],[],NO,,CHECKED,[],
378,1133,canopy_(aircraft),YES,航空機の操縦席を覆う透明なキャノピー,BROWSE_WORTHY,TOOL_OBJECT,CORE,航空機の構成物・物体として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
379,1136,substitute_(pokemon),YES,ポケモンの技「みがわり」で使われる身代わり人形の表現,MIXED,TOOL_OBJECT,CORE,人形・小物として探す入口が独立して有用,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
380,1139,green_sailor_collar,YES,緑色のセーラーカラー,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服の襟として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
381,1142,lion_ears,YES,ライオンの耳を持つ外見,BROWSE_WORTHY,NONHUMAN_TRANSFORM,CORE,動物耳による人外的外見変化として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
382,1145,wolf_hat,YES,オオカミをモチーフにした帽子,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,帽子・装身具として探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
383,1148,spanking_self,YES,自分自身の尻を叩く動作,BROWSE_WORTHY,ACTION_CONTACT,CORE,自分の身体への接触動作として探すのが自然,,,,,,,"[""ACTION_CONTACT/INTERACTION""]","[""BUTTOCK_ANAL""]",[],NO,,CHECKED,[],
384,1151,cuddling_handjob,YES,抱き合いながら手で陰茎を刺激する性行為,BROWSE_WORTHY,ACTION_CONTACT,CORE,手による性的接触行為として探すのが自然,,,,,,,"[""ACTION_CONTACT/INTIMATE""]","[""MALE_GENITAL""]",[],NO,,CHECKED,[],
385,1154,u.a._cheerleader_uniform,YES,『僕のヒーローアカデミア』U.A.のチアリーダー衣装,MIXED,CLOTHING_EXPOSURE,CORE,作品固有衣装だがチア衣装・制服として探す入口も自然,,,,,,,"[""CLOTHING/UNIFORM""]",[],[],NO,,RESEARCHED,"[""https://pixai.art/en/model/1822650043734498695""]",U.A. cheerleader uniformがオレンジ系のチア衣装として扱われる固有衣装であることを確認
386,1157,see_through,YES,衣服などが透けて下の身体や衣類が見える状態,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服の透過・露出状態として探すのが自然,,,,,,,"[""CLOTHING_STATE_EXPOSURE/""]",[],[],NO,,CHECKED,[],
387,1160,animal-themed_vehicle,YES,動物をモチーフにした外観の乗り物,BROWSE_WORTHY,TOOL_OBJECT,CORE,乗り物として探すのが自然,,,,,,,"[""OBJECT_PROP/VEHICLE""]",[],[],NO,,CHECKED,[],
388,1163,veil_over_one_eye,YES,ベールが片目を覆っている状態,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,ベールという衣装・装身具の着用状態から探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
389,1166,trait_connection,YES,性格や境遇などの共通点を持つ複数キャラクターを結び付けたクロスオーバー・パロディ表現,SEARCH_ORIENTED,,,,,,,,,,[],[],[],NO,,RESEARCHED,"[""https://tags.latent.moe/en/t/trait_connection""]",Danbooru wiki由来の定義として、似た性格特性または境遇を持つ複数キャラクターのcrossover/cosplay/parodyであることを確認
390,1169,w_over_eye,YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
391,1172,food-themed_ornament,YES,食べ物をモチーフにした装飾品・オーナメント,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,身につける装飾・アクセサリーとして探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
392,1175,dark_eldar,YES,"Warhammer 40,000の種族・勢力Drukhari（旧称Dark Eldar）",SEARCH_ORIENTED,,,,,,,,,,[],[],[],NO,,RESEARCHED,"[""https://wh40k.lexicanum.com/mediawiki/index.php?redirect=no&title=Dark_eldar""]",Warhammer 40kのDark EldarがDrukhariへの旧称・参照であることを確認
393,1178,naked_kimono,YES,着物の下に衣類を着けず裸で着用している状態,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,着物の着用・露出状態として探すのが自然,,,,,,,"[""CLOTHING_STATE_EXPOSURE/""]",[],[],NO,,CHECKED,[],
394,1181,ashigaya_high_school_uniform,YES,芦ヶ谷高校の固有学校制服,MIXED,CLOTHING_EXPOSURE,CORE,固有名付きだが学校制服として探す入口が自然,,,,,,,"[""CLOTHING/UNIFORM""]",[],[],NO,,CHECKED,[],
395,1184,graphics_card,YES,コンピュータの映像処理を担うグラフィックスカード,BROWSE_WORTHY,TOOL_OBJECT,CORE,電子機器・コンピュータ部品という物体から探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
396,1187,sorceress_(dragon's_crown)_(cosplay),YES,『Dragon's Crown』のSorceressを模したコスプレ,MIXED,CLOTHING_EXPOSURE,CORE,特定キャラクターのコスプレ衣装として探すのが自然,,,,,,,"[""CLOTHING/COSTUME""]",[],[],NO,,RESEARCHED,"[""https://en.wikipedia.org/wiki/Sorceress_(Dragon%27s_Crown)""]",SorceressがDragon's Crownの固有キャラクターであることを確認
397,1190,fish_bottle,YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
398,1193,hornjob,YES,角を用いて性器を刺激する性的行為,BROWSE_WORTHY,ACTION_CONTACT,CORE,角を用いた性的接触行為として探すのが自然,,,,,,,"[""ACTION_CONTACT/INTIMATE""]","[""MALE_GENITAL""]",[],NO,,CHECKED,[],
399,1196,pink_top,YES,ピンク色の上衣・トップス,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,トップスという衣類から探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
400,1199,white_suit,YES,白色のスーツ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,スーツという衣類から探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
401,1202,october,YES,10月という月名・時期の参照,SEARCH_ORIENTED,,,,,,,,,,[],[],[],NO,,CHECKED,[],
402,1205,monster_energy,YES,エナジードリンクブランドMonster Energyの参照,SEARCH_ORIENTED,,,,,,,,,,[],[],[],NO,,CHECKED,[],
403,1208,flaming_halo,YES,炎でできた、または燃えている光輪・ハロー,BROWSE_WORTHY,LIGHT_TIME_WEATHER,CORE,発光・炎を伴う視覚効果として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
404,1211,three-dimensional_maneuver_gear,YES,『進撃の巨人』の立体機動装置,MIXED,TOOL_OBJECT,CORE,装備・機械装置として探す入口が自然,,,,,,,[],[],[],NO,,CHECKED,[],
405,1214,polish_army,YES,ポーランド陸軍・軍隊の参照,SEARCH_ORIENTED,,,,,,,,,,[],[],[],NO,,CHECKED,[],
406,1217,thighhighs_pull,YES,サイハイソックスを引っ張る動作,BROWSE_WORTHY,ACTION_CONTACT,CORE,衣類を手で引く動作として探すのが自然,,,,,,,"[""ACTION_CONTACT/OBJECT_USE""]",[],[],NO,,CHECKED,[],
407,1220,table_tennis_ball,YES,卓球用のボール,BROWSE_WORTHY,TOOL_OBJECT,CORE,スポーツ用品の物体として探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
408,1223,drinking_straw_in_mouth,YES,飲み物用ストローを口にくわえている状態,BROWSE_WORTHY,ACTION_CONTACT,CORE,口とストローの接触・使用動作として探すのが自然,,,,,,,"[""ACTION_CONTACT/OBJECT_USE""]","[""MOUTH_ORAL""]",[],NO,,CHECKED,[],
409,1226,plastic_spoon,YES,プラスチック製のスプーン,BROWSE_WORTHY,TOOL_OBJECT,CORE,食器・日用品として探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
410,1229,stuffed_avocado,YES,具材を詰めたアボカド料理,BROWSE_WORTHY,TOOL_OBJECT,CORE,食べ物・料理として探すのが自然,,,,,,,"[""OBJECT_PROP/FOOD""]",[],[],NO,,CHECKED,[],
411,1232,wrestling_mask,YES,プロレスなどで用いるレスリングマスク,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,顔に着用する衣装・装身具として探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
412,1235,mobile_suit,YES,『ガンダム』シリーズの人型機動兵器Mobile Suitという概念,MIXED,TOOL_OBJECT,CORE,巨大な機械・兵器として探す入口が自然,,,,,,,"[""OBJECT_PROP/WEAPON""]",[],[],NO,,CHECKED,[],
413,1238,chest_fur,YES,胸部に生えた体毛・毛皮,BROWSE_WORTHY,BODY_SITE,CORE,胸部の身体特徴として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
414,1241,side_ahoge,YES,頭の側面から飛び出したアホ毛,BROWSE_WORTHY,HAIR_FACE,CORE,髪型・毛束の特徴として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
415,1244,chiaroscuro,YES,明暗の強い対比を用いるキアロスクーロ表現,BROWSE_WORTHY,LIGHT_TIME_WEATHER,CORE,光と影の表現から探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
416,1247,coyote_boy,YES,コヨーテの特徴を持つ男性・少年キャラクター,BROWSE_WORTHY,NONHUMAN_TRANSFORM,CORE,動物特徴を持つ人型キャラクターとして探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
417,1250,lamia_boy,YES,ラミア型の蛇の下半身などを持つ男性・少年キャラクター,BROWSE_WORTHY,NONHUMAN_TRANSFORM,CORE,蛇型の人外身体特徴から探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
418,1253,payphone,YES,公衆電話機,BROWSE_WORTHY,TOOL_OBJECT,CORE,通信機器・設備という物体として探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
419,1256,shy,YES,恥ずかしがる・内気そうな感情表現,BROWSE_WORTHY,EXPRESSION_GAZE,CORE,感情・表情の状態から探すのが自然,,,,,,,"[""EXPRESSION_EMOTION/""]",[],[],NO,,CHECKED,[],
420,1259,howl_(howl_no_ugoku_shiro)_(cosplay),YES,『ハウルの動く城』のハウルを模したコスプレ,MIXED,CLOTHING_EXPOSURE,CORE,特定キャラクターのコスプレ衣装として探すのが自然,,,,,,,"[""CLOTHING/COSTUME""]",[],[],NO,,CHECKED,[],
421,1262,energy_ring,YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
422,1265,tied_nipples,YES,乳首を紐などで縛った状態,BROWSE_WORTHY,ACTION_CONTACT,CORE,身体部位を拘束する行為として探すのが自然,,,,,,,"[""ACTION_CONTACT/INTIMATE""]","[""BREAST_NIPPLE""]","[""BDSM_RESTRAINT""]",NO,,CHECKED,[],
423,1268,oak_leaf,YES,オーク（ナラ・カシ類）の葉,BROWSE_WORTHY,LIVING,CORE,植物の葉として探すのが自然,,,,,,,"[""LIVING_NATURE/PLANT""]",[],[],NO,,CHECKED,[],
424,1271,frilled_negligee,YES,フリル付きのネグリジェ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,寝衣・衣類として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
425,1274,human_stacking,YES,複数人が上下に積み重なるように配置された姿勢,BROWSE_WORTHY,POSE_POSITION,CORE,人物同士の積み重なった位置関係そのものから探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
426,1277,coat_stash,YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
427,1280,synthesizer,YES,電子音を合成・演奏するシンセサイザー,BROWSE_WORTHY,TOOL_OBJECT,CORE,楽器・電子機器という物体から探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
428,1283,brown_eyeshadow,YES,茶色のアイシャドウ,BROWSE_WORTHY,HAIR_FACE,CORE,目元の化粧・顔の外見特徴として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
429,1286,gigantamax,YES,『ポケットモンスター』のキョダイマックス形態,MIXED,NONHUMAN_TRANSFORM,CORE,巨大化を伴う作品固有の変身形態として探す入口が自然,,,,,,,[],[],[],NO,,CHECKED,[],
430,1289,hand_blush,YES,手が赤らんでいる・紅潮している表現,BROWSE_WORTHY,BODY_SITE,CORE,手の身体的な色・状態から探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
431,1292,blue_spider_lily,YES,青い彼岸花・青色のヒガンバナ状の花,BROWSE_WORTHY,LIVING,CORE,植物・花として探すのが自然,,,,,,,"[""LIVING_NATURE/PLANT""]",[],[],NO,,CHECKED,[],
432,1295,hayabusa_(spacecraft),YES,日本の小惑星探査機「はやぶさ」,MIXED,TOOL_OBJECT,CORE,宇宙機・乗り物という物体から探す入口が自然,,,,,,,"[""OBJECT_PROP/VEHICLE""]",[],[],NO,,CHECKED,[],
433,1298,tattooing,YES,身体にタトゥーを彫る行為,BROWSE_WORTHY,ACTION_CONTACT,CORE,身体へ刺青を施す行為として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
434,1301,ronin,YES,主君を持たない浪人・侍という人物属性,BROWSE_WORTHY,RELATION_ROLE,CORE,人物の身分・役割から探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
435,1304,lace-trimmed_shirt_collar,YES,レースで縁取られたシャツの襟,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服の襟デザインから探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
436,1307,gunjou_gakuen_school_uniform,YES,群青学園の固有学校制服,MIXED,CLOTHING_EXPOSURE,CORE,固有名付きだが学校制服として探す入口が自然,,,,,,,"[""CLOTHING/UNIFORM""]",[],[],NO,,CHECKED,[],
437,1310,weird_route_(deltarune),YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
438,1313,print_socks,YES,柄やプリントの入った靴下,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,靴下の衣服デザインから探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
439,1316,wrench,YES,レンチ・スパナ工具,BROWSE_WORTHY,TOOL_OBJECT,CORE,工具という物体から探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
440,1319,gudok,YES,ロシアの伝統的な弦楽器グドーク,BROWSE_WORTHY,TOOL_OBJECT,CORE,楽器という物体から探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,RESEARCHED,"[""https://en.openrussian.org/en/gudok""]",語義が複数あるため、古代ロシアの弦楽器という意味を資料で確認
441,1322,mini_wings,YES,小型・小さな翼を持つ外見,BROWSE_WORTHY,NONHUMAN_TRANSFORM,CORE,翼による人外的な身体外見から探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
442,1325,plug_gag,YES,口を塞ぐプラグ型ギャグ,BROWSE_WORTHY,TOOL_OBJECT,CORE,拘束用の口枷・器具として探すのが自然,,,,,,,[],"[""MOUTH_ORAL""]","[""BDSM_RESTRAINT""]",NO,,CHECKED,[],
443,1328,text_messaging,YES,携帯端末などでテキストメッセージを送受信する行為,BROWSE_WORTHY,ACTION_CONTACT,CORE,メッセージ入力・送受信という行為から探すのが自然,,,,,,,"[""ACTION_CONTACT/OBJECT_USE""]",[],[],NO,,CHECKED,[],
444,1331,object_to_mouth,YES,物体を口元へ持っていく動作,BROWSE_WORTHY,ACTION_CONTACT,CORE,物体と口の接触・接近動作から探すのが自然,,,,,,,"[""ACTION_CONTACT/OBJECT_USE""]","[""MOUTH_ORAL""]",[],NO,,CHECKED,[],
